stars,date,type,short_d,content,product_name,name
3.0 out of 5 stars,"Reviewed in the United States on April 19, 2020",Mahogany,Vague instructions,I can't tune it; the instructions are not clear as to each string...should all be tuned to E or the name of the string????  And I want to use it with a piano...no instructions as to how to tune to a piano.,everjoys-Soprano,Virginia
4.0 out of 5 stars,"Reviewed in the United States on April 17, 2020",Blue,Music Madness,"My Kids all wished for one! so what the heck right I was ready to Pull my hair out anyhow! lol But I was happy with the quality of the instrument. It came with a complete kit for beginners or not! this is a great idea for those looking for quality and affordable pricing! My daughter brings hers to school everday, Music teacher said it was nice instrument. Tuned nicely and maintains tuned notes if played regularly. Was a good choice!",everjoys-Soprano,Angela Topel Aldaco
4.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Mahogany,Great Quality Except the Strings,"The quality of the instrument is top notch.  I mean, it's $40, so you can't expect the same intonation as from a professional instrument, but it works just fine for a beginner.  The materials are great, with real wood all around.  The only thing is that the rainbow strings that come with the instrument are utter shite.  No matter how much you get them stretched out, they keep stretching.  Not just between playing sessions, but *during* playing sessions.  I got a set of D'Addario Platinum soprano strings and am much happier.  They got bedded in and stretched out within one or two sessions and now the instrument sounds just fine.  I would have liked a low-G string, but I'll take care of that later.TL;DR: I can recommend this, but don't use the strings that come with it.  Get better ones.",everjoys-Soprano,S. Ayengar
4.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Rainbow String,I love it!! but it doesn't stay tuned...,"I really like the ukelele overall it is really great, my only problem with it is that it doesn't exactly stay tuned after I tune it which is a little unfortunate. Overall, it is a great product that I would strongly recommend new ukelele players.",everjoys-Soprano,Madelyne Mitchell
3.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Honey,Disappointed with the product,"I’m disappointed because I asked for a replacement since mine was out of tune all the time, but the replacement was even worse.",everjoys-Soprano,Ani
5.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Blue,Great for beginners,Idk why I was surprised by the color (even though I selected it myself!) it is a matte turquoise. The set came with everything needed. Ukuleles are from what I heard infamous for needing constant tuning so I am grateful for the tuner it came with. Def a good beginner set! My next one will be yellow!,everjoys-Soprano,MMahtab
5.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Black,What better time to learn an instrument,"This has got to be one of the best deals for a Ukulele.  I was flabbergasted at the amount of stuff not to mention the digital tuner, for the price.  Now I will say that the tuner comes in handy as the strings are rather inexpensive so the Ukulele falls out of tune rather quickly, but for a beginner, this is a great deal.  If you're in the market, you won't be disappointed.",everjoys-Soprano,Adam529
5.0 out of 5 stars,"Reviewed in the United States on April 15, 2020",Rainbow String,Good purchase,Excellent all round,everjoys-Soprano,Gem
4.0 out of 5 stars,"Reviewed in the United States on April 14, 2020",Black,Cute Ukelele but the tuner is trash,"The auto tuner was way off, I had to figure that out on YouTube. Then it stopped picking up anything after the first day. So that part sucked. Otherwise cute instrument.",everjoys-Soprano,M.
5.0 out of 5 stars,"Reviewed in the United States on April 14, 2020",Rainbow String,Comes with extras,Great for beginners,everjoys-Soprano,Juan M.
5.0 out of 5 stars,"Reviewed in the United States on April 11, 2020",Black,Does the trick,I use this for recreational playing. It smelled a little funny at first but went away.,everjoys-Soprano,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on April 10, 2020",Light Mahogany,❤️,My son love it 😻,everjoys-Soprano,marisol
5.0 out of 5 stars,"Reviewed in the United States on April 14, 2020",Rainbow String,Great Purchase,Highly recommend this model. Nice quality and delighted with this purchase. Delivered as promised.,everjoys-Soprano,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on April 13, 2020",Mahogany,good for beginner,I appreciate this for a beginner.,everjoys-Soprano,Amazon Customer
3.0 out of 5 stars,"Reviewed in the United States on April 12, 2020",Honey,Where do I put the strap on the ukulele,For me it get out of tune really easily,everjoys-Soprano,jessica
4.0 out of 5 stars,"Reviewed in the United States on April 12, 2020",Pink,"Cute, but tuning is not fun!","I have one string that I cannot get into tune. The other 3 have to be tuned every time they play. We've also had it for a few weeks, so I thought it would be fine by now. It's cute though and girls love the look. I also love all the additional items it comes with. Good value, but need to figure out the tuning.",everjoys-Soprano,Lexi D.L.
5.0 out of 5 stars,"Reviewed in the United States on April 11, 2020",Mahogany,Great fun at a great price,There could be a list of weird things people buy when in isolation but Ive been wanting to learn the ukulele for some time. I am so glad I purchased the soprano with the tuner and bag. I used the tuner often and with out it I would be very frustrated trying to tune on my own as often as I do. The warm brown color was beautiful and the size perfect for my inexperienced hands. The strings are not painful like guitar strings are. I am average size for an adult and this  soprano size fit well for me. Would also work well for a child.  A larger person may prefer a bigger baritone or concert size tho. I am glad the bag is sturdy because I plan to take this baby with me everywhere now.  I didn't need any experience to play as there are many online lessons to choose from. I learned 4 basic cords and I was off and running.  I am having the best time with my new little friend.,everjoys-Soprano,lifestyles of grace
5.0 out of 5 stars,"Reviewed in the United States on April 10, 2020",Blue,"So good, we bought two!",My kids each bought a ukulele and they love them. They are very well made for a first time instrument and the colors are accuarate to their pictures. Tgey come with a digital tuner which has been essential for learning. Great price for a great instrument.,everjoys-Soprano,Naomi O'Keefe
4.0 out of 5 stars,"Reviewed in the United States on April 9, 2020",Rainbow String,"Good buy, just break in those nylon strings!",The ukulele has been great for my 10yo son to learn on. Nylon strings are better than wire on his fingers as he's just beginning.  It's hold tune decently after breaking in the strings.,everjoys-Soprano,Robert R.
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2020",Rainbow String,Timely Arrival and Quality Product,"I am so glad that I ordered this beginner Ukulele.  I am retiring and my granddaughter, 3 years old, and I will be learning together!!!",everjoys-Soprano,Kristi
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2020",Black,Great product,Great product great value,everjoys-Soprano,Maria
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2020",Black,Beautiful workmanship.,It is a beautiful musical instrument for my grandson.  He is enjoying it.,everjoys-Soprano,Cindy
5.0 out of 5 stars,"Reviewed in the United States on April 7, 2020",Rainbow String,My new hobby during the quarantine!,Just got my Ukulele today and have learned to tune it and play my first song. Can't wait for tomorrow!!!!,everjoys-Soprano,Frank Hernandez
5.0 out of 5 stars,"Reviewed in the United States on April 5, 2020",Heavy Mahogany,Excited to get learning.,Arrived quickly. Great craftsmanship. Only got it today so I'm excited to get learning!,everjoys-Soprano,Dale Greenly
1.0 out of 5 stars,"Reviewed in the United States on April 5, 2020",Black,Won’t stay tuned,"I received this a couple of months ago but haven’t had a chance to play it until now. I have been playing and tuning it daily for the past 2-3 weeks. My C string will NOT stay tuned no matter what I do. It IMMEDIATELY goes out of tune (within seconds of playing) and I have tried several different things to correct the issue but nothing helps. I believe it’s because the peg wobbles. I have tightened down all the screws and it still wiggles back and forth when all the other pegs are solid in place and good quality. This is beyond frustrating. I had hoped the metal pegs would make it a decent quality uke but it looks and feels cheap. On top of that has a twangy sound (which could just be how sopranos sound).Do not get a soprano if you are a larger person. When I saw the reviews that said it’s great for beginners I believed them but it’s difficult to hold correctly unless you are a smaller person or child. Thank goodness for the neck strap. SO Please do your research outside of amazon reviews to get the right size for you.I do love that it came with an extra string (yes ONE, and I’m not sure if it’s G or A but it’s a thinner string. I thought it would come with 4 extra strings so was disappointed that this wasn’t the case) picks, a neck strap and a tuner. This is all very helpful for a beginner. The bag is just a flimsy canvas material and will not protect your instrument very well.This is an ok starter if you are a beginner like me BUT you will need to upgrade to a better quality uke. So if you can afford it I would just start with a better quality one to begin with.",everjoys-Soprano,Amazon Customer
